asin,helpful,index,overall,overall_html,reviewText,reviewTime,reviewerID,reviewerName,sentiment,summarized_reviewText,summary,summary_sentiment,topic,topic_words,unixReviewTime
972683275,"{0,0}",93,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",We bought this for a 55&#34; Vizio and it worked perfectly. I would buy it again and recommend it. Good quality.,"01 2, 2014",A110S8IJ3ZID0D,Jake,0.8625,"We bought this for a 55&#34; Vizio and it worked perfectly. <span style=""background-color: #FFFF00"">I would buy it again and recommend it.</span> <span style=""background-color: #FFFF00"">Good quality.</span>","Worked great for 55"" Vizio",0.7717,3,good price buy,1388620800
972683275,"{0,0}",78,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>",this is a good product.  It went up easily.  I did it myself.  I wish I might have gotten one with a little more adjustment.  It's very rigid.,"01 3, 2013",A3Q7DHKIU7TMBI,follownobody,0.7357,"<span style=""background-color: #FFFF00"">this is a good product.</span> It went up easily. I did it myself. I wish I might have gotten one with a little more adjustment. It's very rigid.",for my office tv,0.7357,3,good price buy,1357171200
972683275,"{0,0}",37,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","very heavy duty construction, extends, tilts perfectlya steal at this pricewill be happy to buy another 1 or 2 if needed","11 25, 2012",A5O0P0JV6PLU3,bone,0.25,"<span style=""background-color: #FFFF00"">very heavy duty construction, extends, tilts perfectlya steal at this pricewill be happy to buy another 1 or 2 if needed</span>",deal!,0.25,3,good price buy,1353801600
972683275,"{0,0}",43,3.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span><span class=""fa fa-star""></span>","For the price, you can't beat it. Mine didn't come with any of the screws for the TV, but luckily I had some leftover from another mount so I didn't want to bother returning it. Also, not sure what they mean by tilt, but mine doesn't. The arm extends in and out as said, tv swivels left to right, but does not tilt up and down as was my expectation. Otherwise, can't beat it for the price as in Target/Best Buy etc., these are going for $60+.","07 12, 2011",A3VKO21KYDJQ2W,C. Aaland,0.4128,"<span style=""background-color: #FFFF00"">For the price, you can't beat it.</span> Mine didn't come with any of the screws for the TV, but luckily I had some leftover from another mount so I didn't want to bother returning it. Also, not sure what they mean by tilt, but mine doesn't. The arm extends in and out as said, tv swivels left to right, but does not tilt up and down as was my expectation. <span style=""background-color: #FFFF00"">Otherwise, can't beat it for the price as in Target/Best Buy etc., these are going for $60+.</span>",Great for the price.,0.4128,3,good price buy,1310428800
972683275,"{0,0}",152,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>",I bought this tv swing arm mount for my tv from amazon.Its been a good one its built heavy duty to hold pretty big tv .I would have anyone of my friends buy this same mount for their tv. It lets you hang it up and out of the way and also you can turn it out or in adjustable to see it from anywhere I set in my living room. This unit is easy to mount on wall and put together by yourself but if you have an extra person around it would make it a little better when holding the tv up when it clips in at top then screw and tighten and adjustments and like everything else I've bought from amazon it ships fast right to your door step.,"03 28, 2013",A8THC8D64F5E3,Mbk,0.9367,"<span style=""background-color: #FFFF00"">I bought this tv swing arm mount for my tv from amazon.Its been a good one its built heavy duty to hold pretty big tv .I would have anyone of my friends buy this same mount for their tv.</span> It lets you hang it up and out of the way and also you can turn it out or in adjustable to see it from anywhere I set in my living room. This unit is easy to mount on wall and put together by yourself but if you have an extra person around it would make it a little better when holding the tv up when it clips in at top then screw and tighten and adjustments and like everything else I've bought from amazon it ships fast right to your door step.",My new tv wall mount,0.9367,3,good price buy,1364428800
972683275,"{0,0}",23,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>",for the price you just cant beat this item. I bought it for a house I was selling so I could hang some tv and it worked great. Good quality for the price.,"05 12, 2013",A3UOSOCRKS3WIH,Allen Coberly,0.7906,"<span style=""background-color: #FFFF00"">for the price you just cant beat this item.</span> I bought it for a house I was selling so I could hang some tv and it worked great. <span style=""background-color: #FFFF00"">Good quality for the price.</span>",Cant Beat it!,0.6249,3,good price buy,1368316800
972683275,"{0,0}",113,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>","Amazon as always 5 stars in service and shipping.The mount was for a VIZIO E260MV 26-Inch. Product comes adequate with a lot of screws, an Alan key and standard nut key that fits all the nuts. The bubble level (with magnet on the side) and cable are a nice addition.Had to cut 1 inch from the top and bottom of the base that gets screwed no to the TV, since it covered some of the inputs. Other wise very practical for my bedroom/Study that has more width so the convenience of swirling is why we wanted this and it does a good job.For the price ($25 and free shipping), its is a really good deal. Would recommend this.","11 10, 2011",A3DOQ1AI1MU74K,jmindito,0.8779,"Amazon as always 5 stars in service and shipping.The mount was for a VIZIO E260MV 26-Inch. Product comes adequate with a lot of screws, an Alan key and standard nut key that fits all the nuts. The bubble level (with magnet on the side) and cable are a nice addition.Had to cut 1 inch from the top and bottom of the base that gets screwed no to the TV, since it covered some of the inputs. <span style=""background-color: #FFFF00"">Other wise very practical for my bedroom/Study that has more width so the convenience of swirling is why we wanted this and it does a good job.For the price ($25 and free shipping), its is a really good deal.</span> Would recommend this.","Nice Flexiable mount, had to cut to fit VIZIO E260MV 26""",0.8779,3,good price buy,1320883200
972683275,"{18,23}",221,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","Do not listen to other reviewers, screws that this came with are concrete only, there are no wood or dry wall screws. You will!!!! need a stud finder!!! There are 8 holes in total on a mounting plate, so it is plenty enough if you hit the center of a stud. Sturdy,good looking. There is a whole set of machine screws for(my guess)all TV types plus couple of tools that you will need.","10 12, 2010",AGY0KH2D5G9WH,"Thomas ""TC""",-0.8109999999999999,"<span style=""background-color: #FFFF00"">Do not listen to other reviewers, screws that this came with are concrete only, there are no wood or dry wall screws.</span> You will!!!! <span style=""background-color: #FFFF00"">need a stud finder!!!</span> <span style=""background-color: #FFFF00"">There are 8 holes in total on a mounting plate, so it is plenty enough if you hit the center of a stud.</span> Sturdy,good looking. <span style=""background-color: #FFFF00"">There is a whole set of machine screws for(my guess)all TV types plus couple of tools that you will need.</span>",Excellent mount,-0.7482,4,stud plate screw,1286841600
972683275,"{0,0}",235,3.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span><span class=""fa fa-star""></span>","received the product and got it installed today. for the most part I am pretty happy with the hardware except the materials being used to make screws or other parts. the screws get very easily damaged by the most commonly used screw drivers that you can find for $1 per piece.  Once I put the bolt into the LCD TV and mount it with the plate, I found myself having a hardtime removing the screw because the tread mark on the screw head is already messed by by the screw driver, which makes me doubt about the material being used on the mount and arms.  is the material used on the mount going to deliver the same quality as the bolts and nuts?","12 29, 2012",A1L0MEXMESE4C4,Xpert,-0.7332,"received the product and got it installed today. <span style=""background-color: #FFFF00"">for the most part I am pretty happy with the hardware except the materials being used to make screws or other parts.</span> <span style=""background-color: #FFFF00"">the screws get very easily damaged by the most commonly used screw drivers that you can find for $1 per piece.</span> <span style=""background-color: #FFFF00"">Once I put the bolt into the LCD TV and mount it with the plate, I found myself having a hardtime removing the screw because the tread mark on the screw head is already messed by by the screw driver, which makes me doubt about the material being used on the mount and arms.</span> is the material used on the mount going to deliver the same quality as the bolts and nuts?",just got it installed,-0.7332,4,stud plate screw,1356739200
972683275,"{0,0}",77,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","We got this one recently and its a great wall mount. The unit is pretty heavy, so you will need a helper. It also includes a variety of screws to mount also. Our TV documentation stated it was a 400x400 pattern. But after putting hte plate over the back, seems we didn't need the extra extenders as its 200x200. This is on a Samsung 40&#34; 5000 series LEDTV.The arm is hard to push and pull, but that is more due to being new and stiff. Make sure you adjust the tilt angle screws as our unit came with them loose so we had to tighten them.I initially was scared to mount it (what if it falls if I screw up!!!) but its pretty easy. Not only did i use a stud finder to get the general location of the stud, but i also used nails to get the actual edges (those basic studfinders are never &#34;exact&#34;). make sure you do the same.not bad for $30-ish","08 19, 2013",A1V8UZ63FQD382,"FL Guy ""FL Guy""",0.6028,"We got this one recently and its a great wall mount. The unit is pretty heavy, so you will need a helper. <span style=""background-color: #FFFF00"">It also includes a variety of screws to mount also.</span> Our TV documentation stated it was a 400x400 pattern. <span style=""background-color: #FFFF00"">But after putting hte plate over the back, seems we didn't need the extra extenders as its 200x200.</span> This is on a Samsung 40&#34; 5000 series LEDTV.The arm is hard to push and pull, but that is more due to being new and stiff. <span style=""background-color: #FFFF00"">Make sure you adjust the tilt angle screws as our unit came with them loose so we had to tighten them.I initially was scared to mount it (what if it falls if I screw up!!!)</span> but its pretty easy. <span style=""background-color: #FFFF00"">Not only did i use a stud finder to get the general location of the stud, but i also used nails to get the actual edges (those basic studfinders are never &#34;exact&#34;).</span> make sure you do the same.not bad for $30-ish",Great product,0.6028,4,stud plate screw,1376870400
972683275,"{0,0}",208,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>","Very simple set up and ease of installation. I followed the advice of another reviewer and removed the top hex-screw of one of the center connections (thus disconnecting the wall plate from the plate attached to the TV)so that I could install the plate to the wall and the plate to the back of the TV as separate processes. Both simple and quite easy. Then it was simply a matter of slipping the two back together and re-installing the hex-screw. I was able to install a 32"" RCA TV, without any help in less than 20 minutes.Manufacturer provided a good assortment of screws and other hardware, as well as a hex wrench, a small open wrench and a level.","12 25, 2011",APRP1LWB08YG8,SkipB,0.8092,"Very simple set up and ease of installation. <span style=""background-color: #FFFF00"">I followed the advice of another reviewer and removed the top hex-screw of one of the center connections (thus disconnecting the wall plate from the plate attached to the TV)so that I could install the plate to the wall and the plate to the back of the TV as separate processes.</span> Both simple and quite easy. <span style=""background-color: #FFFF00"">Then it was simply a matter of slipping the two back together and re-installing the hex-screw.</span> <span style=""background-color: #FFFF00"">I was able to install a 32"" RCA TV, without any help in less than 20 minutes.Manufacturer provided a good assortment of screws and other hardware, as well as a hex wrench, a small open wrench and a level.</span>",Solid product,0.8092,4,stud plate screw,1324771200
972683275,"{0,2}",68,2.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span><span class=""fa fa-star""></span><span class=""fa fa-star""></span>","The mount plate and the extender arms need to be screwed together and there are two holes for each arm to attach to the corner of the plate. The holes don't align so I couldn't put two screws in. I just used one screw which is not the most secure attachment. Then I used zip ties to secure the arm better. I did this because I had to install the tv ASAP and could not wait for a replacement. Also, the mounting bracket that attaches to the wall has a larger screw hole on the bottom. This means that the bottom can wiggle and the bracket will be misaligned. Again, I did a quick fix. I gave this 2 stars and not 1 because it actually stayed up on the wall and is now holding my tv, albeit due to my own ingenuity and not the quality of the mount. I should not have to do quick fixes on a product like this.","12 17, 2012",A2LR9WP2JGDT8E,E. Coronel,0.0291,"<span style=""background-color: #FFFF00"">The mount plate and the extender arms need to be screwed together and there are two holes for each arm to attach to the corner of the plate.</span> <span style=""background-color: #FFFF00"">The holes don't align so I couldn't put two screws in.</span> <span style=""background-color: #FFFF00"">I just used one screw which is not the most secure attachment.</span> Then I used zip ties to secure the arm better. I did this because I had to install the tv ASAP and could not wait for a replacement. <span style=""background-color: #FFFF00"">Also, the mounting bracket that attaches to the wall has a larger screw hole on the bottom.</span> This means that the bottom can wiggle and the bracket will be misaligned. Again, I did a quick fix. I gave this 2 stars and not 1 because it actually stayed up on the wall and is now holding my tv, albeit due to my own ingenuity and not the quality of the mount. I should not have to do quick fixes on a product like this.",screw holes don't align,-0.3325,4,stud plate screw,1355702400
972683275,"{1,1}",203,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","This was needed to mount a 32"" LCD that weighs 27 lbs in my bedroom. I looked at another mount by the same company but it did not articulate so I was worried I wouldn't be able to achieve the viewing angles that I needed. So I found this one & went w/ it based on the high reviews. I could not be more pleased.1) PRICE - If you were to go to the big electronics store (BB) or the big box monster (WM) you would pay hundreds. I can't fathom those more expensive mounts doing anything that this one does not. Does it cook dinner for me? Why pay $100-$250 for a mount when you can get this one for $29.99 & oh, by the way have the confidence in 898 customer reviews averaging 4.5 stars at the time of this writing?2) FUNCTION - This mount is solid. It articulates to the left, to the right. It pans, it tilts. One small negative.....the plastic clips for routing wires are nearly useless. I took them off.3) WHATS IN THE BOX - Normally I would not comment on what an item comes with but in this case I was so impressed I felt it was worth mentioning. It comes w/ everything you need in neatly sealed and labeled plastic sleeves. It comes w/ lag bolts that everyone will use to mount to the wall stud. (mounting to a wall stud is required unless you are mounting to concrete) Then it has 9 different screw sets to mount the plate to the back of your TV. It has 2 washer sets for the mounting plate (based on if your TV has a flat or curved back). Then it has a spanner wrench for tightening the screw of the mounting plate. Then it also has 2 plastic anchors for mounting to a concrete wall. Last but not least are the VESA adaptors (which I did not need)4) WHAT YOU NEED THAT ISN'T INCLUDED -  Pencil / Level / Stud finder / Phillips screwdriver / Drill w/ a 7/32 drill bit / Socket wrench w/ a 13mm attachment.5) CONCLUSION - This is a no brainer. I have another 32"" that needs mounted. I think as soon as I click publish for this review I will be ordering another one. If you find yourself reading reviews on TV mounts and you have found this one your search is over, just click buy already.","01 3, 2014",A23S2XCWFZM976,Sauce On Side,0.4366,"This was needed to mount a 32"" LCD that weighs 27 lbs in my bedroom. I looked at another mount by the same company but it did not articulate so I was worried I wouldn't be able to achieve the viewing angles that I needed. So I found this one & went w/ it based on the high reviews. I could not be more pleased.1) PRICE - If you were to go to the big electronics store (BB) or the big box monster (WM) you would pay hundreds. I can't fathom those more expensive mounts doing anything that this one does not. Does it cook dinner for me? Why pay $100-$250 for a mount when you can get this one for $29.99 & oh, by the way have the confidence in 898 customer reviews averaging 4.5 stars at the time of this writing?2) FUNCTION - This mount is solid. It articulates to the left, to the right. It pans, it tilts. One small negative.....the plastic clips for routing wires are nearly useless. I took them off.3) WHATS IN THE BOX - Normally I would not comment on what an item comes with but in this case I was so impressed I felt it was worth mentioning. It comes w/ everything you need in neatly sealed and labeled plastic sleeves. <span style=""background-color: #FFFF00"">It comes w/ lag bolts that everyone will use to mount to the wall stud.</span> <span style=""background-color: #FFFF00"">(mounting to a wall stud is required unless you are mounting to concrete) Then it has 9 different screw sets to mount the plate to the back of your TV.</span> <span style=""background-color: #FFFF00"">It has 2 washer sets for the mounting plate (based on if your TV has a flat or curved back).</span> <span style=""background-color: #FFFF00"">Then it has a spanner wrench for tightening the screw of the mounting plate.</span> Then it also has 2 plastic anchors for mounting to a concrete wall. <span style=""background-color: #FFFF00"">Last but not least are the VESA adaptors (which I did not need)4) WHAT YOU NEED THAT ISN'T INCLUDED -  Pencil / Level / Stud finder / Phillips screwdriver / Drill w/ a 7/32 drill bit / Socket wrench w/ a 13mm attachment.5) CONCLUSION - This is a no brainer.</span> I have another 32"" that needs mounted. I think as soon as I click publish for this review I will be ordering another one. If you find yourself reading reviews on TV mounts and you have found this one your search is over, just click buy already.",Awesome TV mount,0.4366,4,stud plate screw,1388707200
972683275,"{0,0}",96,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>","Very well made, strong mount the only problem I have is the instructions are very poorly written or detailed. Pictures do not distinguish between Stud mount and concrete. Also the instructions do not tell you the size of the included boltsFor those of you who have never worked in the home building industry wall studs are usually 1.5 inches wide so this mount only requires 2 lag bolts in the middle holes to secure it to the wall to support a 23 lb TV. The four outboard holes on the wall mount are 1.3"" apart so don't try to use them in a wall stud measuring 1.5"" wide.Helpful hint: I have help install at least 6 other wall mounts because of family or friends so I cannot say that I am an expert but my suggestion is to drill pilot holes which the instructions do not tell you to do.After comparing the instructions on this unit to others I have installed I still must say that the pictures should have a lot more detail. Some complain that the back plate was too big for the TV they used but it's fits perfect on theLG 32LK450 32-Inch 1080p 60Hz LCD HDTVI am using it on.Works perfectly for the area of the room I am using it in which allows me to rearrange the room without the need to move the TV.","10 22, 2011",A180BZHVJIRWBZ,James Mac,0.9335,"Very well made, strong mount the only problem I have is the instructions are very poorly written or detailed. <span style=""background-color: #FFFF00"">Pictures do not distinguish between Stud mount and concrete.</span> <span style=""background-color: #FFFF00"">Also the instructions do not tell you the size of the included boltsFor those of you who have never worked in the home building industry wall studs are usually 1.5 inches wide so this mount only requires 2 lag bolts in the middle holes to secure it to the wall to support a 23 lb TV.</span> <span style=""background-color: #FFFF00"">The four outboard holes on the wall mount are 1.3"" apart so don't try to use them in a wall stud measuring 1.5"" wide.Helpful hint: I have help install at least 6 other wall mounts because of family or friends so I cannot say that I am an expert but my suggestion is to drill pilot holes which the instructions do not tell you to do.After comparing the instructions on this unit to others I have installed I still must say that the pictures should have a lot more detail.</span> <span style=""background-color: #FFFF00"">Some complain that the back plate was too big for the TV they used but it's fits perfect on theLG 32LK450 32-Inch 1080p 60Hz LCD HDTVI am using it on.Works perfectly for the area of the room I am using it in which allows me to rearrange the room without the need to move the TV.</span>","Very well made, strong mount.",0.938,4,stud plate screw,1319241600
972683275,"{0,0}",39,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>","I used it to mount a 32"" LCD TV to the wall... about 28LBS.  I installed it in less than 1/2 hour and am very happy with the results.PROS:-Comes with all of the hardware you'll need-Comes with some extra hardware of which I have NO IDEA what it is there for.  I suspect it's a 'universal' hardware pack for several models and not all hardware is used for all models, but it's nice to have a little 'extra' (which is always better than not enough!)-The included Level is nice... well it's cheap but it works!-The instructions did a decent enough job of explaining how to install the unit.CONS:-Metal is just a tad on the flimsy side.  I have no problems trusting it with my &lt;30lb television but if I were to mount something closer to its maximum rated weight of 55lbs, I think I would be quite a bit nervous about it holding up.-The holes in the base were just a little bit too wide for my wall stud.  I think the particular stud I was installing it onto was a typical 2X4 and if centered, the left and right side holes were just a little too far to grab both sides of the stud.  I had to reposition it so that the center holes were aligned to the left side of the stud, and that the right side holes were aligned to the right side of the stud.  As a result, I was only able to install four of the six bolts to hold it in place, but I don't feel it will be an issue with my 28LB television.  If your house uses wider studs this probably wouldn't even be an issue.-The metal does sag just a little bit with the weight of the television on it.  I mounted the base just a little bit ""off level"" to help compensate for this, and had no problems getting the television level using the adjustments available to me.CONCLUSION:  All in all It's not a bad unit.. ESPECIALLY for the price.  Yes I would have liked to see a sturdier unit, but when you take into account the &lt;$30 price tag, it's an excellent bargain.  I don't think I'll have any issue with a static mounting of my TV in the corner of the bedroom *BUT* if you are considering installing this unit for a television that will see a lot of traffic, constant repositioning, etc... then you might want to spend more money on something sturdier.","05 31, 2011",A2KQDWZZUBBNOJ,Bradley Pool,0.9711,"I used it to mount a 32"" LCD TV to the wall... about 28LBS. I installed it in less than 1/2 hour and am very happy with the results.PROS:-Comes with all of the hardware you'll need-Comes with some extra hardware of which I have NO IDEA what it is there for. I suspect it's a 'universal' hardware pack for several models and not all hardware is used for all models, but it's nice to have a little 'extra' (which is always better than not enough! )-The included Level is nice... well it's cheap but it works!-The instructions did a decent enough job of explaining how to install the unit.CONS:-Metal is just a tad on the flimsy side. <span style=""background-color: #FFFF00"">I have no problems trusting it with my &lt;30lb television but if I were to mount something closer to its maximum rated weight of 55lbs, I think I would be quite a bit nervous about it holding up.-The holes in the base were just a little bit too wide for my wall stud.</span> <span style=""background-color: #FFFF00"">I think the particular stud I was installing it onto was a typical 2X4 and if centered, the left and right side holes were just a little too far to grab both sides of the stud.</span> <span style=""background-color: #FFFF00"">I had to reposition it so that the center holes were aligned to the left side of the stud, and that the right side holes were aligned to the right side of the stud.</span> As a result, I was only able to install four of the six bolts to hold it in place, but I don't feel it will be an issue with my 28LB television. <span style=""background-color: #FFFF00"">If your house uses wider studs this probably wouldn't even be an issue.-The metal does sag just a little bit with the weight of the television on it.</span> I mounted the base just a little bit ""off level"" to help compensate for this, and had no problems getting the television level using the adjustments available to me.CONCLUSION:  All in all It's not a bad unit.. ESPECIALLY for the price. Yes I would have liked to see a sturdier unit, but when you take into account the &lt;$30 price tag, it's an excellent bargain. I don't think I'll have any issue with a static mounting of my TV in the corner of the bedroom *BUT* if you are considering installing this unit for a television that will see a lot of traffic, constant repositioning, etc... then you might want to spend more money on something sturdier.",It works!,0.9711,4,stud plate screw,1306800000
972683275,"{0,0}",103,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>",Used this for the bedroom. Put it in the corner but was only able to hit the stud with a couple bolts.,"04 29, 2013",A1QKUDP9EUHJXH,Jennifer Ingberg,0.0,"Used this for the bedroom. <span style=""background-color: #FFFF00"">Put it in the corner but was only able to hit the stud with a couple bolts.</span>",Insignia,0.0,4,stud plate screw,1367193600
972683275,"{0,0}",132,5.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span>","For a good wall mount of a smaller TV, this is perfect. Much cheaper than similar in various stores, and actually is more flush/compact than I have seen on others with all the adjustments you could want.Only gripe is that the included wrench to tighten the wall bolts is pretty weak and strips itself almost immediately, but it'll work to get it on at least. All hardware needed is included, I had to use a few adapter pieces on my first TV. Getting ready to hook a second one up on another rooms wall, both are 32"" screens. I feel confident they will be there until I decide to remove em.Wall stud mounting required, but depending on the stud size, you may only get two of the three wall bolts into the stud. Should be enough though.","05 25, 2012",A21OS6PWQG5YOO,Kevin B.,0.9001,"For a good wall mount of a smaller TV, this is perfect. Much cheaper than similar in various stores, and actually is more flush/compact than I have seen on others with all the adjustments you could want.Only gripe is that the included wrench to tighten the wall bolts is pretty weak and strips itself almost immediately, but it'll work to get it on at least. All hardware needed is included, I had to use a few adapter pieces on my first TV. Getting ready to hook a second one up on another rooms wall, both are 32"" screens. <span style=""background-color: #FFFF00"">I feel confident they will be there until I decide to remove em.Wall stud mounting required, but depending on the stud size, you may only get two of the three wall bolts into the stud.</span> Should be enough though.",Liked it so much I bought another,0.9001,4,stud plate screw,1337904000
972683275,"{3,4}",223,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>","I'm using this to mount an older SyncMaster 191T above my desk and was pleasantly surprised at how sturdy it is for the price.  Installation was simple, though I used the screws from the original monitor mount for the plate attachment, as none of those included would work with my monitor.  The tilt mechanism requires loosening a bolt and then adjusting the monitor to the desired angle.  I would have preferred another 10-15 degrees of vertical tilting capability, but what is available will be fine for most applications.  I posted a couple of photos that shows it mounted.Overall I'm very pleased with the purchase and would buy again should I need to mount another small display.","09 18, 2010",AMAR6CIOZUQO4,T. McKendry,0.8831,"<span style=""background-color: #FFFF00"">I'm using this to mount an older SyncMaster 191T above my desk and was pleasantly surprised at how sturdy it is for the price.</span> <span style=""background-color: #FFFF00"">Installation was simple, though I used the screws from the original monitor mount for the plate attachment, as none of those included would work with my monitor.</span> <span style=""background-color: #FFFF00"">The tilt mechanism requires loosening a bolt and then adjusting the monitor to the desired angle.</span> I would have preferred another 10-15 degrees of vertical tilting capability, but what is available will be fine for most applications. <span style=""background-color: #FFFF00"">I posted a couple of photos that shows it mounted.Overall I'm very pleased with the purchase and would buy again should I need to mount another small display.</span>",Sturdy and an excellent value ...,0.8831,5,flat mount monitor,1284768000
972683275,"{0,1}",107,3.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span><span class=""fa fa-star""></span>",My flat screem computer monitor is very light and didn't need such a heavy duty mount.  The product is fine and would work for monitors much larger and heavier than my 20&#34; LED,"03 8, 2013",A2RUN82QPU60PN,Jimbo,0.2023,"<span style=""background-color: #FFFF00"">My flat screem computer monitor is very light and didn't need such a heavy duty mount.</span> <span style=""background-color: #FFFF00"">The product is fine and would work for monitors much larger and heavier than my 20&#34; LED</span>",Much heavier than I expected,0.2023,5,flat mount monitor,1362700800
972683275,"{0,0}",61,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>","I'd never bought one of these, mainly due to the high prices in the retail stores.  I hadn't looked online much, and hadn't really needed a monitor mounting device until recently.This thing is well built, and it does the job.  It's not fancy but if you are just looking for an inexpensive way to hang a monitor (TV or PC) on the wall this will do the job.  It comes with a nice bag of heavy-duty hardware.  It is primarily designed for mounting TV sets, but you can get it to work with a PC monitor, as long as it has the VESA mounting.It mainly articulates side-to-side and in-and-out.  It'll pivot a bit up and down, but that's limited.","02 6, 2011",A13BWQDECDDVIZ,D. Jacobs,0.4404,"I'd never bought one of these, mainly due to the high prices in the retail stores. <span style=""background-color: #FFFF00"">I hadn't looked online much, and hadn't really needed a monitor mounting device until recently.This thing is well built, and it does the job.</span> <span style=""background-color: #FFFF00"">It's not fancy but if you are just looking for an inexpensive way to hang a monitor (TV or PC) on the wall this will do the job.</span> It comes with a nice bag of heavy-duty hardware. <span style=""background-color: #FFFF00"">It is primarily designed for mounting TV sets, but you can get it to work with a PC monitor, as long as it has the VESA mounting.It mainly articulates side-to-side and in-and-out.</span> It'll pivot a bit up and down, but that's limited.",VideoSecu,0.4404,5,flat mount monitor,1296950400
972683275,"{0,0}",189,4.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span>","I have a 26"" LCD monitor mounted on unit.Seems sturdy enough, would prefer a more fluid motion and a way to adjust the pivot of the screen without tools.  As it is I keep it loose and it is reasonbly adjustable.For the price I certanily can't complain and would recommend this unit.","12 16, 2010",A2Y4H3PXB07WQI,Richard S. Sims,0.3204,"<span style=""background-color: #FFFF00"">I have a 26"" LCD monitor mounted on unit.Seems sturdy enough, would prefer a more fluid motion and a way to adjust the pivot of the screen without tools.</span> As it is I keep it loose and it is reasonbly adjustable.For the price I certanily can't complain and would recommend this unit.",Works as advertised.,0.3204,5,flat mount monitor,1292457600
972683275,"{0,0}",49,3.0,"<span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star checked""></span><span class=""fa fa-star""></span><span class=""fa fa-star""></span>","Wanted the monitor off of the desk, so we mounted on the wall.  I would have rather had a vertical adjustment as well, but for the price, this unit does the job.","12 10, 2012",A3M6S7Y1FNPOLD,"Charlie Troutman ""Charlie""",0.1406,"<span style=""background-color: #FFFF00"">Wanted the monitor off of the desk, so we mounted on the wall.</span> I would have rather had a vertical adjustment as well, but for the price, this unit does the job.","for 25&#34; monitor, it worked well",0.1406,5,flat mount monitor,1355097600
